ID,NAME,HEALTH,DAMAGE,RANGE,SPEED,LOS
19717,scissons,3,3,2,6,3
19718,scomello,2,10,3,3,7
19719,sconzo,8,1,1,7,8
19720,scooter,9,6,3,2,4
19721,scorpio,6,10,3,2,2
19722,scorziel,2,9,2,1,7
19723,scot,5,10,1,6,2
19724,scott,4,3,3,3,5
19725,scotti,9,5,2,2,5
19726,scottie,8,9,3,4,2
19727,scottjop,5,3,2,7,2
19728,scottt,4,1,1,10,4
19729,scotty,6,3,3,4,8
19730,scournea,2,1,3,6,5
19731,scovell,2,7,2,4,9
19732,scovill,6,7,3,1,7
19733,scp,7,3,2,10,4
19734,scpbuild,10,9,2,1,2
19735,scpiivo,1,3,1,9,9
19736,scptest,1,1,1,8,5
19737,scrantom,7,8,3,6,4
19738,scrbacic,6,10,3,1,2
19739,screener,3,4,3,4,2
19740,scribner,3,9,2,2,7
19741,scrivens,1,3,1,7,7
19742,scroger,9,5,1,4,7
19743,scss,6,7,1,1,1
19744,scssdev,5,3,3,3,10
19745,scully,6,3,1,5,3
19746,scurlock,2,5,1,1,9
19747,scythia,2,10,2,3,2
19748,se,7,4,3,3,10
19749,seabrook,4,7,2,3,1
19750,seagrove,4,4,2,9,3
19751,seahawk,10,2,2,2,3
19752,seale,9,8,2,6,2
19753,sealy,1,4,2,4,6
19754,seamster,8,7,3,9,4
19755,sean,2,7,3,7,1
19756,seana,7,2,3,8,3
19757,seang,4,9,1,5,8
19758,seanna,2,7,2,5,3
19759,searl,3,3,1,1,1
19760,searles,9,3,2,9,1
19761,sears,4,8,3,6,3
19762,seatter,8,4,2,6,1
19763,seawell,6,1,3,8,9
19764,seay,10,5,1,6,4
19765,sebastia,10,2,3,2,5
19766,sebastie,2,5,3,1,7
19767,sebata,3,5,3,10,3
19768,sebeh,2,7,2,7,5
19769,sechang,6,3,2,8,2
19770,sechen,2,3,3,3,7
19771,sechrest,10,9,1,1,3
19772,secrest,8,4,2,3,6
19773,seda,10,4,2,6,2
19774,sedat,2,2,1,5,4
19775,sedayao,8,1,1,8,4
19776,seddigh,7,6,2,5,6
19777,seddon,9,4,1,5,6
19778,sedigheh,7,8,3,3,7
19779,sedovic,6,2,1,1,9
19780,sedran,7,7,3,3,7
19781,see,8,3,2,5,6
19782,seeds,1,5,1,8,1
19783,seegobin,10,3,1,4,5
19784,seelaend,6,1,1,9,1
19785,seelan,7,1,1,5,6
19786,seeler,5,1,3,9,5
19787,seeley,8,7,2,2,8
19788,seema,8,7,1,3,10
19789,seenu,10,3,1,2,2
19790,sees,7,6,1,8,2
19791,seethara,6,10,2,6,5
19792,segal,1,7,3,8,8
19793,segars,5,5,1,1,3
19794,seggie,8,9,3,4,1
19795,seguin,4,9,1,1,8
19796,sehat,4,5,1,5,8
19797,sehgal,9,8,2,6,2
19798,sehinson,7,1,3,4,8
19799,sehmbey,7,4,2,1,10
19800,sehyo,9,1,2,4,6
19801,sei,4,3,3,1,2
19802,seidel,2,6,2,8,7
19803,seiden,2,3,2,8,9
19804,seidl,4,10,3,2,7
19805,seidman,6,6,1,1,5
19806,seifers,9,8,2,9,1
19807,seifert,3,10,2,3,3
19808,seifried,6,7,3,8,5
19809,seiji,6,1,2,8,4
19810,seiko,8,7,3,2,10
19811,seiler,2,1,1,8,9
19812,seiple,1,10,2,7,3
19813,seitz,4,2,1,6,4
19814,seiz,1,6,3,7,1
19815,sek-ming,8,3,3,3,9
19816,seka,5,8,2,4,9
19817,sekar,3,2,2,6,9
19818,sekhar,3,7,2,7,1
19819,seki,4,6,1,1,7
19820,sekiguch,5,5,3,2,10
19821,sekming,5,6,2,6,6
19822,sekuler,4,10,2,1,8
19823,sela,1,8,2,5,7
19824,selchow,3,5,1,9,2
19825,selcuk,9,1,1,9,3
19826,seldon,1,4,2,8,5
19827,selena,5,4,3,4,7
19828,selent,7,6,3,2,8
19829,selestin,7,8,2,6,6
19830,selic,1,4,1,1,10
19831,selie,2,9,2,3,8
19832,selig,6,5,3,5,2
19833,selim,1,9,3,4,9
19834,selime,3,8,1,2,8
19835,selina,7,6,1,1,9
19836,selinda,7,6,2,2,1
19837,seline,2,5,1,8,8
19838,seliske,8,5,2,8,7
19839,selisker,5,9,1,2,10
19840,selkirk,8,9,3,7,3
19841,sella,9,3,3,2,2
19842,selle,9,4,3,6,4
19843,sellers,10,3,1,10,3
19844,sellgren,5,6,3,10,4
19845,sellis,8,5,3,5,2
19846,sells,2,3,3,5,10
19847,sellwood,5,1,1,6,6
19848,selma,7,8,3,1,2
19849,selva,4,3,1,4,1
19850,selvaraj,6,1,1,7,1
19851,selwyn,7,4,3,1,9
19852,sembi,1,1,2,7,8
19853,semeniuk,7,5,3,4,8
19854,semenzat,4,2,3,10,1
19855,semerau,6,9,2,4,1
19856,semler,9,1,3,4,5
19857,semmler,9,3,2,8,3
19858,sena,7,6,1,8,8
19859,senad,7,6,2,6,9
19860,senderow,8,4,1,8,4
19861,sendyk,4,4,1,5,9
19862,senecal,6,1,1,1,8
19863,senese,5,10,3,7,4
19864,sengoba,6,8,3,10,3
19865,sengupta,2,6,3,10,3
19866,senng,5,8,1,9,6
19867,senser,5,2,1,2,10
19868,senten,10,5,2,1,5
19869,sentner,4,10,3,7,2
19870,sentovic,9,2,3,9,2
19871,seob,3,7,1,10,4
19872,seoju,9,7,2,4,7
19873,seok,5,2,1,9,1
19874,seong,4,10,1,10,1
19875,seoul,6,10,3,4,6
19876,sepe,1,7,3,4,1
19877,sepesi,2,4,1,5,10
19878,sephira,5,2,2,7,3
19879,sepko,3,6,3,4,5
19880,serack,2,4,2,4,3
19881,serafin,10,7,2,1,5
19882,seraphin,10,6,2,5,7
19883,serapin,4,7,2,5,7
19884,serban,5,3,2,7,9
19885,serber,1,5,3,8,4
19886,serbin,2,8,2,1,6
19887,serbus,4,7,2,7,2
19888,serdar,4,6,2,4,5
19889,serduke,6,5,2,8,6
19890,seregely,6,4,1,2,10
19891,serene,4,6,1,7,10
19892,serethia,5,6,2,10,3
19893,serge,7,2,2,9,9
19894,sergeant,3,5,3,9,3
19895,sergey,4,9,1,5,1
19896,sergi,5,5,2,5,1
19897,sergio,6,7,2,3,5
19898,sergo,6,7,1,7,8
19899,seroka,8,5,2,7,4
19900,serraf,9,2,3,4,9
19901,serrano,10,4,3,9,5
19902,servais,6,7,3,8,4
19903,servance,9,4,1,10,6
19904,services,6,2,2,3,4
19905,serville,7,4,1,10,1
19906,seshadri,2,4,2,10,2
19907,seshan,2,6,1,8,6
19908,seth,3,2,3,2,4
19909,sethi,7,5,2,4,2
19910,sethian,7,9,1,5,1
19911,setiawan,3,5,1,9,6
19912,seto,10,3,2,3,7
19913,setsuko,7,10,3,3,1
19914,settels,6,1,1,9,10
19915,settles,5,7,3,2,2
19916,seufert,3,4,3,1,8
19917,seumas,8,6,3,8,2
19918,seungbin,1,6,3,2,5
19919,seungchu,2,10,1,7,2
19920,seungjun,5,9,2,4,1
19921,seven,4,10,2,1,1
19922,severin,7,10,2,4,2
19923,severina,3,6,2,2,2
19924,severn,4,10,1,4,6
19925,severns,10,2,2,2,9
19926,sevigny,4,8,2,2,4
19927,sevilla,5,8,1,3,9
19928,seville,8,2,3,1,1
19929,seyar,5,8,2,1,3
19930,seyfolla,2,1,3,7,7
19931,seyma,5,5,3,4,9
19932,seymour,10,10,1,5,3
19933,sezer,8,5,3,5,2
19934,sfiroudi,7,7,3,8,6
19935,sforza,2,2,2,2,8
19936,sgorniko,3,3,1,10,2
19937,sguigna,10,5,2,1,2
19938,sha-wen,1,5,2,5,3
19939,shabatur,9,5,2,5,8
19940,shabbir,6,1,1,6,1
19941,shabo,1,3,3,1,3
19942,shacham,7,3,1,8,2
19943,shackelf,2,2,3,1,3
19944,shacklef,3,4,3,9,9
19945,shacklet,9,5,3,6,6
19946,shackley,4,10,1,8,7
19947,shadow,5,5,2,9,10
19948,shae,8,4,2,1,1
19949,shafer,5,6,1,10,2
19950,shaffer,2,8,2,6,4
19951,shafik,8,6,2,2,8
19952,shafiq,5,10,1,3,4
19953,shafique,7,1,3,3,1
19954,shahab,9,5,1,6,4
19955,shahan,5,3,3,10,5
19956,shahani,9,8,1,2,10
19957,shahen,6,2,3,7,8
19958,shahid,3,8,1,7,2
19959,shahram,8,8,1,3,6
19960,shahriar,6,8,3,1,5
19961,shahrin,3,3,3,2,7
19962,shahrokh,3,4,3,8,2
19963,shahrood,6,1,1,7,5
19964,shai,1,8,2,1,8
19965,shaib,4,4,3,1,9
19966,shaida,6,6,3,5,1
19967,shailan,6,8,3,10,2
19968,shailen,5,8,1,7,10
19969,shailend,3,5,3,8,5
19970,shailesh,4,7,3,1,7
19971,shailin,6,8,3,6,8
19972,shaina,7,9,1,1,2
19973,shaine,5,6,2,9,10
19974,shaji,8,1,3,6,9
19975,shakeri,7,9,3,7,3
19976,shakil,2,8,2,6,7
19977,shakoor,1,1,1,9,3
19978,shakor,2,3,3,8,9
19979,shalla,3,9,3,4,1
19980,shalmon,2,9,1,3,5
19981,shalna,8,6,2,1,7
19982,shalom,5,8,2,9,1
19983,shama,7,7,1,1,9
19984,shamblin,1,1,3,2,5
19985,shames,7,10,2,4,4
19986,shamim,8,2,1,2,7
19987,shamir,3,7,2,1,1
19988,shams,9,8,3,9,2
19989,shamshad,5,6,3,2,10
19990,shamshir,2,9,1,8,3
19991,shamus,6,7,3,1,8
19992,shan,7,3,3,10,4
19993,shan-min,4,2,3,6,7
19994,shan-pin,9,2,1,1,6
19995,shana,2,3,1,3,5
19996,shanahan,4,1,3,4,10
19997,shanan,9,2,3,9,6
19998,shanda,6,2,1,2,8
19999,shandeig,2,9,2,9,8
20000,shandie,7,9,1,3,7
20001,shandra,3,3,2,1,8
20002,shandy,2,4,3,2,2
20003,shane,1,7,1,3,8
20004,shaner,5,7,3,6,5
20005,shang,8,2,2,7,4
20006,shang-ti,5,8,2,8,2
20007,shangi,5,1,2,10,6
20008,shangtia,1,9,1,5,5
20009,shani,3,10,3,2,9
20010,shanie,1,3,1,10,10
20011,shanlin,3,2,2,6,4
20012,shanmin,1,7,3,8,1
20013,shannah,10,9,2,7,1
20014,shannan,4,4,3,10,2
20015,shannen,1,7,1,4,9
20016,shannon,8,5,1,7,8
20017,shanon,8,4,3,4,10
20018,shanping,1,1,2,9,1
20019,shanta,3,10,2,7,4
20020,shantee,2,6,1,7,9
20021,shanti,6,6,1,10,8
20022,shantz,1,8,3,1,6
20023,shao,7,1,3,1,7
20024,shao-she,6,5,3,3,8
20025,shaoshen,2,2,1,9,8
20026,shapcott,3,10,2,5,2
20027,shapland,1,5,3,10,3
20028,shappir,1,4,1,10,9
20029,shara,3,3,3,8,1
20030,sharad,2,10,1,9,8
20031,sharada,7,2,1,3,5
20032,sharae,7,7,1,5,8
20033,sharai,1,7,3,2,2
20034,sharan,9,1,2,7,4
20035,sharee,7,3,2,9,6
20036,shari,8,2,3,5,5
20037,sharia,5,5,3,3,7
20038,sharif,5,9,3,4,4
20039,shariff,10,2,2,7,3
20040,sharissa,5,3,3,4,6
20041,sharity,2,10,2,7,6
20042,sharkey,2,8,3,4,6
20043,sharky,4,5,3,1,1
20044,sharl,6,4,1,4,5
20045,sharla,6,2,2,7,9
20046,sharleen,6,1,3,4,10
20047,sharlene,2,10,1,9,4
20048,sharline,7,7,2,10,4
20049,sharma,5,8,2,9,5
20050,sharman,3,8,1,4,3
20051,sharmila,5,2,2,2,3
20052,sharnoff,6,9,1,7,7
20053,sharona,7,7,2,1,6
20054,sharpe,2,1,1,7,5
20055,sharratt,2,5,1,6,1
20056,sharri,4,2,1,9,7
20057,sharron,1,1,1,10,4
20058,sharry,2,3,1,9,7
20059,shary,4,7,3,7,7
20060,sharyl,3,1,1,8,1
20061,sharyn,2,5,3,3,2
20062,shashank,8,5,3,2,6
20063,shashi,7,10,3,2,2
20064,shastri,2,7,3,8,6
20065,shastry,1,7,2,9,5
20066,shatter,10,1,1,10,7
20067,shattuck,7,5,1,4,10
20068,shau,3,2,2,4,1
20069,shaughan,6,2,3,8,7
20070,shaughn,7,9,2,5,6
20071,shaughne,6,8,1,1,5
20072,shaukat,1,10,1,2,7
20073,shaumil,10,6,2,5,1
20074,shaun,6,10,2,6,1
20075,shauna,6,8,1,10,3
20076,shaupoh,7,5,1,10,1
20077,shaver,5,4,1,5,7
20078,shaw,3,8,2,9,8
20079,shawen,10,9,1,6,3
20080,shawn,10,7,2,1,4
20081,shawna,6,3,3,7,2
20082,shawnee,5,8,3,4,7
20083,shawyune,1,5,3,5,5
20084,shay,5,2,1,4,4
20085,shay-pin,8,2,1,6,6
20086,shayanpo,3,5,3,1,4
20087,shayla,4,2,2,2,3
20088,shaylah,2,8,2,5,9
20089,shaylyn,3,6,2,9,1
20090,shaylynn,10,1,2,7,4
20091,shayna,2,5,1,10,2
20092,shayne,6,8,2,7,2
20093,shayping,6,6,1,7,9
20094,shea,9,4,3,4,3
20095,sheaffer,6,5,1,10,8
20096,shealy,9,1,1,5,10
20097,sheara,5,1,1,8,3
20098,shearer,1,4,2,4,5
20099,shearin,4,9,3,8,4
20100,shearman,3,9,3,4,8
20101,shears,10,4,1,4,4
20102,shechtma,10,5,2,4,2
20103,shedman,7,6,2,8,3
20104,sheehan,3,2,3,2,8
20105,sheela,6,1,3,6,9
20106,sheelagh,7,2,2,2,2
20107,sheena,4,8,1,1,10
20108,sheeree,6,3,2,7,3
20109,sheergar,4,1,1,8,8
20110,sheets,2,3,2,8,8
20111,sheff,7,7,3,5,7
20112,sheffey,1,7,2,6,7
20113,sheffie,6,6,3,9,4
20114,sheffiel,9,5,1,1,5
20115,sheffy,2,4,3,1,1
20116,sheidafa,2,8,2,1,5
20117,sheikh,7,7,1,4,1
20118,sheikna,3,6,3,6,6
20119,sheila,1,3,2,1,1
20120,sheila-k,10,6,1,4,7
20121,sheilah,8,10,2,3,8
20122,sheilaka,3,9,1,8,4
20123,shein,8,10,1,6,5
20124,shek,4,6,2,4,9
20125,shekar,9,3,3,1,7
20126,shekhar,6,7,3,1,7
20127,shekwan,2,2,2,3,4
20128,shela,2,3,1,7,7
20129,shelagh,3,6,1,8,7
20130,shelba,2,4,2,7,4
20131,shelbi,1,4,2,5,1
20132,shelby,3,3,3,6,7
20133,shelden,9,7,3,2,1
20134,sheldon,4,7,2,1,8
20135,shelia,5,5,2,9,6
20136,shell,2,8,2,3,7
20137,shelli,5,6,2,1,9
20138,shellin,1,10,1,4,1
20139,shellman,8,3,1,8,4
20140,shelly,6,8,2,2,10
20141,shellysh,6,3,1,1,10
20142,shelton,8,5,1,9,4
20143,shem,4,1,3,7,4
20144,shemwell,6,10,2,8,3
20145,shen,4,2,3,5,9
20146,shen-zhi,5,7,2,8,4
20147,shena,6,7,1,3,8
20148,sheng,9,3,3,10,7
20149,sheng-fu,6,7,3,4,7
20150,shengfu,6,1,1,8,1
20151,shengru,2,3,1,4,4
20152,shengwen,1,6,3,2,10
20153,shengwu,8,4,2,7,9
20154,shennan,6,6,3,3,8
20155,shep,10,5,2,4,4
20156,shepard,10,6,3,8,4
20157,shepherd,10,5,2,6,6
20158,sheppard,4,5,2,5,6
20159,shepperd,1,6,1,7,10
20160,sher,2,10,1,3,1
20161,sherali,8,8,1,9,3
20162,sherard,10,3,2,3,5
20163,sheraton,9,3,3,2,9
20164,sherban,8,5,3,5,5
20165,shere,9,7,1,4,3
20166,sheree,8,1,3,8,5
20167,sheri,1,4,3,7,3
20168,sheri-ly,7,1,3,1,2
20169,sheridan,9,3,2,4,9
20170,sherie,5,9,3,4,7
20171,sherif,2,5,3,8,2
20172,sherilyn,2,5,1,8,7
20173,sherin,9,2,2,9,8
20174,sherk,5,5,2,8,9
20175,sherline,8,5,3,7,2
20176,sherlock,4,3,2,7,5
20177,sherm,2,8,3,4,1
20178,sherman,7,2,2,8,7
20179,shermie,4,10,3,2,8
20180,shermy,6,6,1,10,3
20181,sherona,6,2,1,3,7
20182,sherow,5,10,3,2,9
20183,sherra,7,5,1,9,6
20184,sherrard,8,2,1,2,8
20185,sherrel,5,9,2,5,8
20186,sherrell,5,3,2,3,3
20187,sherrer,2,4,3,4,4
20188,sherri,1,9,3,8,4
20189,sherrill,4,3,2,5,4
20190,sherrily,1,10,3,4,2
20191,sherry,10,4,2,10,2
20192,sherrye,3,1,2,5,8
20193,sherryl,8,7,1,10,4
20194,sherwan,1,8,1,2,8
20195,sherwin,9,3,1,4,3
20196,sherwood,3,7,3,3,2
20197,sherwyn,8,3,3,10,7
20198,sherwynd,2,8,1,1,5
20199,sherye,9,5,3,4,1
20200,sheryl,4,6,2,10,1
20201,sheth,2,9,2,2,1
20202,sheung,3,3,1,4,3
20203,shew,5,6,3,7,7
20204,shewchen,7,9,3,2,6
20205,shi,6,2,3,8,4
20206,shi-qin,1,7,3,2,10
20207,shiang-y,10,3,2,3,1
20208,shiangyi,6,4,2,5,1
20209,shiao-mi,8,9,1,5,7
20210,shiaomin,1,4,2,10,6
20211,shibata,8,3,1,3,1
20212,shibberu,4,7,2,7,9
20213,shibo,8,1,3,2,7
20214,shieff,4,6,1,7,2
20215,shieh,8,4,2,2,3
20216,shiel,9,4,3,4,6
20217,shiela,6,4,3,2,4
20218,shields,8,2,1,1,7
20219,shiell,6,6,3,2,3
20220,shier,8,3,2,10,8
20221,shiffer,1,2,3,8,5
20222,shiflett,3,1,2,9,6
20223,shigeki,3,6,1,8,8
20224,shigenao,3,6,2,7,10
20225,shigeo,4,4,1,4,3
20226,shigeru,3,5,1,2,5
20227,shih,8,3,2,8,6
20228,shih-hai,10,2,1,1,3
20229,shih-kua,5,2,3,7,1
20230,shih-tie,5,2,2,6,9
20231,shihhsiu,6,1,2,10,1
20232,shihkuan,9,7,1,1,10
20233,shihtien,7,10,3,3,8
20234,shikui,5,7,2,1,2
20235,shiley,2,1,1,1,7
20236,shilla,8,4,1,8,8
20237,shilling,4,5,3,5,7
20238,shimada,7,1,3,7,8
20239,shimandl,5,4,1,1,4
20240,shimiz,8,1,2,10,1
20241,shimshon,3,9,2,5,7
20242,shina,2,2,3,4,10
20243,shinder,10,4,2,7,1
20244,shindug,7,3,3,6,9
20245,shing,10,4,1,1,6
20246,shing-ch,7,4,2,1,5
20247,shing-mi,6,2,2,7,6
20248,shingche,6,8,3,7,4
20249,shingler,3,8,1,5,2
20250,shingmin,6,7,3,5,8
20251,shinichi,5,9,2,5,9
20252,shinji,4,7,3,2,8
20253,shinjo,3,10,3,8,1
20254,shinobu,10,3,2,3,2
20255,shinohar,9,4,2,1,10
20256,shinzo,5,1,1,3,9
20257,shiou,2,7,2,5,7
20258,shipe,1,5,2,4,2
20259,shippen,5,3,1,2,2
20260,shiqin,8,6,2,7,7
20261,shiquan,4,5,1,9,7
20262,shir,10,2,1,7,8
20263,shirai,2,6,1,9,7
20264,shiranth,1,3,1,2,4
20265,shiratsu,2,3,1,5,2
20266,shiraz,10,3,1,2,2
20267,shireen,8,4,3,10,3
20268,shireman,6,4,2,7,6
20269,shirene,4,1,3,2,10
20270,shirey,6,10,3,2,2
20271,shirin,8,3,3,4,9
20272,shirinlo,3,5,3,8,1
20273,shirish,4,5,1,9,6
20274,shirl,4,8,2,4,9
20275,shirlee,9,7,2,1,7
20276,shirleen,8,4,2,10,6
20277,shirlene,2,8,1,8,5
20278,shirley,2,4,1,5,4
20279,shirley-,3,10,2,6,3
20280,shirline,9,5,3,9,2
20281,shirman,6,1,1,8,3
20282,shiroshi,8,9,3,2,3
20283,shirriff,2,1,3,10,2
20284,shishakl,10,6,2,3,5
20285,shishido,7,2,1,10,2
20286,shiu,2,1,2,1,7
20287,shiu-lin,5,6,2,9,10
20288,shiue,10,5,2,2,9
20289,shiun,1,5,3,6,6
20290,shiung,3,6,3,3,5
20291,shiv,8,1,3,2,7
20292,shiva,3,2,2,5,10
20293,shivaji,2,8,2,2,7
20294,shivapra,2,10,2,3,7
20295,shivchar,7,6,3,5,5
20296,shivdars,9,4,2,1,3
20297,shivnan,10,5,2,1,2
20298,shiwei,6,4,2,9,4
20299,shlomo,9,7,3,8,2
20300,shmoys,4,6,2,1,7
20301,shnay,4,7,3,1,6
20302,shnider,4,1,3,8,8
20303,shoaf,3,3,3,7,5
20304,shobana,8,2,2,2,5
20305,shoeb,9,3,1,5,8
20306,shoemake,4,2,3,8,4
20307,shoens,10,5,2,3,7
20308,shoji,9,8,3,4,7
20309,sholom,2,8,3,1,4
20310,shona,3,9,1,9,6
20311,shonda,2,2,2,1,7
20312,shonka,5,1,1,7,1
20313,shonuck,4,6,1,2,2
20314,shoou-yu,6,8,1,10,1
20315,shoouyu,3,3,2,2,10
20316,shop,5,8,1,5,10
20317,shoppel,5,3,1,7,10
20318,shorgan,9,6,1,7,7
20319,shorwan,10,5,1,5,6
20320,shoshana,2,5,2,6,8
20321,shoshann,7,2,1,7,1
20322,shostak,10,2,1,4,7
20323,shou,7,3,2,1,4
20324,shou-che,9,8,1,5,4
20325,shou-mei,10,3,2,4,9
20326,shoucher,3,5,2,10,5
20327,shoulars,5,5,2,9,8
20328,shouli,1,3,2,7,3
20329,showers,2,4,1,5,3
20330,shreve,6,1,3,9,1
20331,shriberg,1,8,2,8,5
20332,shrieves,1,9,2,2,8
20333,shripad,2,3,1,1,3
20334,shriram,9,9,2,1,10
20335,shtivelm,6,3,2,2,5
20336,shtulman,9,3,3,3,6
20337,shu,3,2,1,10,7
20338,shu-chen,6,8,1,3,8
20339,shu-gong,9,8,1,3,1
20340,shu-mei,3,4,3,1,7
20341,shuang,2,7,1,5,3
20342,shuangli,4,5,3,2,7
20343,shubaly,7,9,1,6,5
20344,shuchen,10,8,3,7,2
20345,shue,1,3,3,10,5
20346,shuechia,6,5,2,5,10
20347,shuen,2,4,3,3,10
20348,shugong,7,7,1,6,7
20349,shuichi,10,2,2,5,9
20350,shuji,4,6,3,7,6
20351,shukor,8,9,1,4,3
20352,shukster,4,5,2,5,8
20353,shuler,2,9,1,3,2
20354,shultz,2,1,2,10,9
20355,shum,6,4,3,4,1
20356,shumate,7,2,2,5,4
20357,shunfeng,4,6,2,1,3
20358,shung,5,6,3,1,1
20359,shunhui,2,5,3,6,4
20360,shunmuga,8,5,1,6,9
20361,shunro,3,9,3,4,4
20362,shuo,9,10,2,8,2
20363,shupe,5,8,2,4,10
20364,shuqing,7,2,2,2,8
20365,shurlock,3,7,2,10,2
20366,shurtlef,4,5,2,7,9
20367,shurwood,3,1,3,3,6
20368,shuster,1,6,1,3,4
20369,shusuke,4,3,1,10,8
20370,shute,1,6,1,6,2
20371,shutler,4,4,1,4,1
20372,shutoku,4,10,1,9,3
20373,shutterb,9,4,2,1,4
20374,shuyen,5,6,1,9,7
20375,shwed,10,1,3,4,1
20376,shwu-chy,6,8,3,4,8
20377,shwuchyn,6,3,3,7,6
20378,shya-yun,1,6,3,2,10
20379,shyam,4,7,2,4,6
20380,shyan,3,4,1,5,5
20381,shyh-chi,7,3,2,8,7
20382,shyhchin,6,4,2,5,5
20383,shylo,6,8,3,1,7
20384,shyoko,8,9,3,7,3
20385,shypski,10,5,1,2,6
20386,shyu,9,9,1,3,8
20387,si,1,10,3,1,10
20388,siamack,3,2,1,7,7
20389,siamak,4,2,3,5,8
20390,siana,2,2,1,1,9
20391,sianna,1,4,3,10,2
20392,siaw,3,1,3,2,6
20393,sib,10,10,1,2,1
20394,sibbet,9,4,3,9,6
20395,sibbie,9,8,3,7,2
20396,sibby,7,1,2,10,4
20397,sibeal,8,5,3,6,3
20398,sibel,7,6,3,3,8
20399,sibella,10,10,3,6,2
20400,sibelle,1,10,3,3,8
20401,sibiga,10,9,1,1,9
20402,sibilla,3,2,2,8,2
20403,sibincic,1,8,3,1,1
20404,sibyl,7,7,2,3,2
20405,sibylla,2,8,1,8,1
20406,sicard,5,3,2,6,8
20407,sich,2,1,2,2,8
20408,sichao,4,1,1,10,2
20409,sickle,6,5,3,10,2
20410,sickler,2,4,3,3,10
20411,sicotte,1,7,1,3,2
20412,sid,2,5,3,10,6
20413,siddall,3,9,2,5,2
20414,siddell,2,1,1,1,7
20415,siddiqui,9,5,2,8,7
20416,sides,2,8,1,7,9
20417,sidhu,3,9,1,5,6
20418,sidnee,6,4,3,2,8
20419,sidney,4,8,1,2,3
20420,sidone,5,6,2,9,6
20421,sidoney,3,10,2,7,6
20422,sidonia,4,8,3,1,5
20423,sidonnie,1,2,3,8,5
20424,sidorovs,7,8,3,7,4
20425,sieber,6,6,1,4,9
20426,siefert,8,3,3,3,3
20427,siegal,10,4,1,10,5
20428,siegel,10,2,1,4,5
20429,siegfrie,5,6,3,10,3
20430,siegle,9,1,3,3,2
20431,siegurd,5,1,2,8,10
20432,siehl,2,6,2,1,4
20433,sieling,8,7,1,6,6
20434,siemens,9,5,1,10,6
20435,siemer,4,9,1,2,5
20436,sienggo,4,8,2,6,10
20437,siew,1,3,1,3,6
20438,siewert,2,6,3,10,6
20439,sifer,9,8,3,1,6
20440,sig,7,2,3,4,1
20441,sigda,5,7,1,5,3
20442,sigfrid,8,2,1,2,5
20443,sigfried,5,7,1,7,4
20444,siggy,2,8,1,1,8
20445,sigismon,9,3,3,10,2
20446,sigismun,7,9,2,1,1
20447,sigmon,7,6,1,3,9
20448,sigmund,8,7,2,1,9
20449,signe,7,8,2,1,6
20450,sigrid,8,5,3,3,3
20451,sigurd,3,3,3,10,8
20452,sigurdso,5,1,2,9,1
20453,sigut,6,6,1,8,4
20454,sigvard,2,7,1,2,1
20455,siham,2,3,3,2,5
20456,sihem,2,9,3,1,5
20457,sik-yin,3,2,2,9,2
20458,sika,5,3,1,7,5
20459,sikander,9,9,3,1,8
20460,sikes,5,1,3,8,2
20461,sikita,1,9,1,9,10
20462,sikri,7,2,3,9,4
20463,silang,9,10,3,2,5
20464,silas,9,1,3,10,8
20465,silburt,9,3,3,4,4
20466,sile,9,4,1,6,5
20467,sileas,4,9,1,6,10
20468,silianu,3,10,3,8,1
20469,silieff,5,6,3,6,8
20470,silins,8,8,2,2,5
20471,sills,2,1,2,6,9
20472,sils,5,8,3,4,2
20473,silva,2,7,1,3,5
20474,silvain,6,10,1,1,2
20475,silvan,5,1,1,8,2
20476,silvana,9,4,1,3,8
20477,silvano,5,1,3,7,8
20478,silvanus,4,3,1,7,6
20479,silverma,9,5,3,6,3
20480,silverst,3,3,3,6,5
20481,silverth,2,3,3,1,4
20482,silveste,8,4,2,1,3
20483,silvestr,1,2,3,5,2
20484,silvia,6,10,2,4,3
20485,silvie,5,8,3,3,4
20486,silvio,9,2,1,2,6
20487,silwer,5,7,2,4,7
20488,simaan,5,9,3,2,2
20489,simanski,3,10,2,7,3
20490,simard,5,2,1,9,5
20491,simard-n,6,5,1,8,3
20492,simcha,7,5,2,9,5
20493,simcoe,4,1,3,8,2
20494,sime,2,4,3,5,8
20495,simen,8,3,2,6,1
20496,simeon,5,4,3,1,5
20497,simeone,9,1,3,1,7
20498,simhan,8,3,2,4,10
20499,simion,8,3,3,8,4
20500,simkin,6,7,1,7,3
20501,simler,10,2,2,2,6
20502,simmonds,3,9,3,5,2
20503,simmons,7,4,3,6,8
20504,simms,9,3,3,4,2
20505,simon,4,5,2,10,9
20506,simon-ch,4,1,2,9,7
20507,simon-pu,2,4,3,6,3
20508,simona,6,3,2,1,4
20509,simonett,3,7,2,10,4
20510,simonian,7,6,2,4,5
20511,simonne,4,6,3,8,6
20512,simonovi,5,2,3,7,5
20513,simons,7,8,3,1,10
20514,simonsen,10,8,2,3,1
20515,simpkin,3,1,1,8,4
20516,simpson,1,9,2,3,1
20517,simren,3,5,3,7,10
20518,sims,5,5,2,1,4
20519,simser,1,4,1,8,9
20520,simson,1,4,1,4,10
20521,simulati,5,1,2,8,3
20522,simzer,4,7,1,3,9
20523,sina,8,8,3,4,8
